Date,AAPL,AMD,AVGO,GOOGL,META,MSFT,NVDA,QCOM
2021-09-13,145.99261474609375,104.80000305175781,45.424461364746094,141.0814971923828,373.2323913574219,285.5658874511719,22.079540252685547,129.33566284179688
2021-09-14,144.59654235839844,105.7300033569336,45.68938064575195,141.29164123535156,373.2522277832031,288.2582702636719,22.169239044189453,127.28845977783203
2021-09-15,145.48492431640625,105.5999984741211,46.405845642089844,143.16006469726562,370.6649475097656,293.09478759765625,22.26791763305664,124.6730728149414
2021-09-16,145.2506103515625,106.22000122070312,46.188270568847656,142.3477783203125,369.8124694824219,293.4794616699219,22.169239044189453,124.81732940673828
2021-09-17,142.58558654785156,103.87999725341797,46.06536865234375,139.56246948242188,361.5450134277344,288.335205078125,21.82835578918457,120.48844146728516
2021-09-20,139.53977966308594,101.55000305175781,45.04756164550781,137.50025939941406,352.6036071777344,282.9794616699219,21.043935775756836,119.73088836669922
2021-09-21,140.01812744140625,102.81999969482422,45.02647399902344,137.81100463867188,354.36810302734375,283.4602355957031,21.17650032043457,118.81998443603516
2021-09-22,142.380615234375,104.37999725341797,45.90684127807617,139.05050659179688,340.2222595214844,287.0948181152344,21.869226455688477,119.9563217163086
2021-09-23,143.3372802734375,106.1500015258789,46.247066497802734,139.97482299804688,342.9483337402344,288.0370178222656,22.408451080322266,120.76801300048828
2021-09-24,143.42510986328125,105.80000305175781,46.30392074584961,140.96502685546875,349.8874816894531,287.835205078125,22.00876808166504,120.74098205566406
2021-09-27,141.9119873046875,108.16000366210938,46.29751205444336,139.8320770263672,350.5020446777344,282.85443115234375,21.589139938354492,120.38020324707031
2021-09-28,138.53428649902344,101.5199966430664,45.02922058105469,134.63613891601562,337.6845703125,272.61407470703125,20.631282806396484,117.15157318115234
2021-09-29,139.43240356445312,100.3499984741211,44.887996673583984,133.17262268066406,336.65362548828125,273.07562255859375,20.44988250732422,116.59241485595703
2021-09-30,138.13404846191406,102.9000015258789,44.470741271972656,132.50108337402344,336.435546875,271.07568359375,20.648239135742188,116.32184600830078
2021-10-01,139.25669860839844,102.44999694824219,44.69265365600586,135.34286499023438,340.02410888671875,277.97955322265625,20.674150466918945,116.07833099365234
2021-10-04,135.83018493652344,100.33999633789062,43.64722442626953,132.48472595214844,323.3901062011719,272.2198791503906,19.667448043823242,114.24757385253906
2021-10-05,137.7533416748047,101.80999755859375,44.51566696166992,134.82745361328125,330.0615234375,277.6525573730469,20.38409996032715,115.0141372680664
2021-10-06,138.6221160888672,103.63999938964844,44.82379913330078,136.3559112548828,330.7356262207031,281.8351745605469,20.632282257080078,115.49213409423828
2021-10-07,139.8814697265625,106.44999694824219,45.295166015625,138.00132751464844,326.3541259765625,283.50830078125,21.006059646606445,115.29373931884766
2021-10-08,139.50074768066406,105.05999755859375,45.19704818725586,138.556884765625,327.1768798828125,283.50830078125,20.762859344482422,114.13031005859375
2021-10-11,139.41287231445312,104.68000030517578,45.15027618408203,137.6930389404297,322.616943359375,282.9122009277344,20.627300262451172,112.67832946777344
2021-10-12,138.14378356933594,105.04000091552734,44.50283432006836,135.24972534179688,320.9515380859375,281.6140441894531,20.60338020324707,110.88360595703125
2021-10-13,137.55809020996094,109.16000366210938,44.478057861328125,136.37277221679688,321.71484375,284.9120788574219,20.87050437927246,112.76852416992188
2021-10-14,140.34027099609375,111.98999786376953,45.63264465332031,139.9103546142578,325.6700744628906,291.1044006347656,21.67486572265625,116.03324890136719
2021-10-15,141.39459228515625,112.12000274658203,46.150779724121094,140.12545776367188,321.9329833984375,292.5082092285156,21.790483474731445,117.42212677001953
2021-10-18,143.06396484375,116.43000030517578,46.160865783691406,141.52308654785156,332.42083740234375,295.46978759765625,22.149309158325195,117.3499755859375
2021-10-19,145.22134399414062,116.33000183105469,46.80555725097656,141.97804260253906,337.0303649902344,296.3735656738281,22.21708106994629,119.49637603759766
2021-10-20,145.70944213867188,116.38999938964844,46.713844299316406,140.52293395996094,337.8134765625,295.585205078125,22.03069305419922,119.18974304199219
2021-10-21,145.92420959472656,119.33000183105469,47.15037155151367,140.638916015625,338.9039306640625,298.80633544921875,22.617767333984375,119.99244689941406
2021-10-22,145.1529998779297,119.81999969482422,47.26592254638672,136.35740661621094,321.7842102050781,297.26788330078125,22.651653289794922,118.70274353027344
2021-10-25,145.10415649414062,122.36000061035156,47.876678466796875,136.2389678955078,325.8287048339844,296.2775573730469,23.090225219726562,118.98234558105469
2021-10-26,145.7680206298828,122.93000030517578,48.958805084228516,138.08409118652344,313.06085205078125,298.18133544921875,24.636144638061523,118.99134826660156
2021-10-27,145.30921936035156,122.27999877929688,47.972049713134766,144.93235778808594,309.50213623046875,310.7388916015625,24.37101173400879,118.32395935058594
2021-10-28,148.94076538085938,121.16000366210938,48.56446838378906,144.56712341308594,314.16119384765625,311.87353515625,24.859411239624023,120.56959533691406
2021-10-29,146.2366180419922,120.2300033569336,48.75704574584961,146.74478149414062,320.7532958984375,318.8639221191406,25.483366012573242,119.98338317871094
2021-11-01,145.41659545898438,125.2300033569336,48.425079345703125,142.23577880859375,327.10748291015625,316.70050048828125,25.742515563964844,121.5796890258789
2021-11-02,146.45140075683594,127.62999725341797,49.252262115478516,144.1542510986328,325.2240295410156,320.3157653808594,26.31463050842285,121.95848083496094
2021-11-03,147.8864288330078,130.52999877929688,49.738311767578125,145.3094940185547,328.73321533203125,321.15240478515625,26.510990142822266,124.8895263671875
2021-11-04,147.36904907226562,137.5,50.31145095825195,146.96434020996094,332.9263916015625,323.4985046386719,29.703514099121094,140.789306640625
2021-11-05,147.8969268798828,136.33999633789062,51.25601577758789,147.543701171875,338.1604309082031,323.1330871582031,29.65467071533203,147.0301513671875
2021-11-08,147.07569885253906,150.16000366210938,51.25878143310547,147.72113037109375,335.6722717285156,324.02728271484375,30.70323371887207,149.57337951660156
2021-11-09,147.4374542236328,148.9199981689453,51.15331268310547,147.609619140625,332.4505310058594,323.0273742675781,30.556713104248047,150.3760528564453
2021-11-10,144.61209106445312,139.8699951171875,50.32521438598633,144.61119079589844,324.7878723144531,318.075439453125,29.36263084411621,144.1171417236328
2021-11-11,144.56320190429688,146.00999450683594,50.93321228027344,144.4853057861328,324.88702392578125,319.6427001953125,30.29058837890625,148.2837371826172
2021-11-12,146.6357879638672,147.88999938964844,51.650360107421875,147.37123107910156,337.9225158691406,323.7677001953125,30.29058837890625,148.7527313232422
2021-11-15,146.64553833007812,146.49000549316406,51.88420104980469,147.14720153808594,344.5343933105469,323.1427307128906,29.926780700683594,151.97232055664062
2021-11-16,147.62318420410156,152.4499969482422,52.15931701660156,146.5762939453125,339.9744873046875,326.4504089355469,30.10420036315918,163.96710205078125
2021-11-17,150.0575408935547,151.33999633789062,52.23910903930664,146.7457733154297,337.8035583496094,326.6719665527344,29.165279388427734,165.52731323242188
2021-11-18,154.33956909179688,155.02000427246094,52.71323013305664,148.52154541015625,335.7416687011719,328.7430114746094,31.571382522583008,168.03448486328125
2021-11-19,156.9595947265625,155.41000366210938,52.15473556518555,147.61752319335938,342.29412841796875,330.5155029296875,32.87710189819336,166.8440399169922
2021-11-22,157.41909790039062,152.52000427246094,50.738800048828125,145.01609802246094,338.04150390625,327.3558654785156,31.85146141052246,163.59732055664062
2021-11-23,157.80039978027344,149.9199981689453,50.90754318237305,144.50070190429688,334.3141784667969,325.2848205566406,31.642152786254883,163.18246459960938
2021-11-24,158.31854248046875,157.8000030517578,51.23859405517578,144.83567810058594,338.0910949707031,325.50634765625,32.56711959838867,162.9750213623047
2021-11-26,153.3032684326172,154.80999755859375,50.125301361083984,140.93331909179688,330.22015380859375,317.5785217285156,31.399948120117188,158.4928436279297
2021-11-29,156.65660095214844,161.91000366210938,51.753074645996094,144.2513885498047,335.0873718261719,324.2733154296875,33.26681137084961,165.70767211914062
2021-11-30,161.6034393310547,158.3699951171875,50.775489807128906,140.65032958984375,321.6355895996094,318.45513916015625,32.569114685058594,162.83970642089844
2021-12-01,161.08522033691406,149.11000061035156,50.87453079223633,139.811767578125,307.89617919921875,317.9637451171875,31.336008071899414,158.99237060546875
2021-12-02,160.09783935546875,150.67999267578125,50.662689208984375,141.70941162109375,307.6880187988281,317.3954772949219,32.02482604980469,160.2597198486328
2021-12-03,158.22080993652344,144.00999450683594,51.182655334472656,140.75341796875,304.1689147949219,311.1533508300781,30.596342086791992,159.78900146484375
2021-12-06,161.62298583984375,139.05999755859375,51.811767578125,141.89675903320312,315.1029052734375,314.21661376953125,29.94240951538086,158.8294219970703
2021-12-07,167.35189819335938,144.85000610351562,54.142913818359375,145.97509765625,319.9998779296875,322.6261291503906,32.32487869262695,166.31597900390625
2021-12-08,171.16470336914062,145.24000549316406,53.97417068481445,146.88401794433594,327.68243408203125,322.6742858886719,31.725770950317383,165.32923889160156
2021-12-09,170.6563262939453,138.10000610351562,53.50281524658203,146.3408660888672,326.9488525390625,320.8728942871094,30.393980026245117,164.9942626953125
2021-12-10,175.4369659423828,138.5500030517578,57.92851638793945,146.70066833496094,326.87945556640625,329.96636962890625,30.102901458740234,166.4608612060547
2021-12-13,171.80992126464844,133.8000030517578,57.00962448120117,144.54481506347656,331.5782165527344,326.9417419433594,28.07231330871582,165.95388793945312
2021-12-14,170.43150329589844,135.60000610351562,56.39061737060547,142.6421356201172,330.834716796875,316.28765869140625,28.24775505065918,164.74081420898438
2021-12-15,175.29031372070312,146.5,58.67866134643555,145.15390014648438,338.6858215332031,322.3660888671875,30.36307716369629,171.34925842285156
2021-12-16,168.40777587890625,138.63999938964844,56.91975784301758,143.17544555664062,331.9846496582031,312.9739074707031,28.29759979248047,161.2736358642578
2021-12-17,167.31280517578125,137.75,58.22930908203125,140.47935485839844,330.8843078613281,311.91424560546875,27.71344757080078,160.05149841308594
2021-12-20,165.95387268066406,135.8000030517578,59.15278244018555,140.3623809814453,322.616943359375,308.1671447753906,27.6317081451416,159.93382263183594
2021-12-21,169.1214599609375,144.25,59.64286422729492,142.2115020751953,331.290771484375,315.27618408203125,28.983434677124023,162.56817626953125
2021-12-22,171.712158203125,143.8800048828125,60.46978759765625,145.1281280517578,327.5733947753906,320.9692687988281,29.307415008544922,164.19766235351562
2021-12-23,172.33782958984375,146.13999938964844,61.35578536987305,145.6251983642578,332.32171630859375,322.4045715332031,29.546655654907227,165.4288330078125
2021-12-27,176.2972869873047,154.36000061035156,62.23073196411133,146.6064910888672,343.1664123535156,329.87969970703125,30.84754753112793,168.6787109375
2021-12-28,175.28054809570312,153.14999389648438,61.74342346191406,145.39773559570312,343.2060852050781,328.7236328125,30.226512908935547,167.31179809570312
2021-12-29,175.36856079101562,148.25999450683594,62.07661056518555,145.36599731445312,339.9546203613281,329.3980712890625,29.90652084350586,168.5611114501953
2021-12-30,174.21493530273438,145.14999389648438,61.38164520263672,144.91549682617188,341.3623046875,326.86468505859375,29.492830276489258,165.4197998046875
2021-12-31,173.59902954101562,143.89999389648438,61.4120979309082,143.578857421875,333.4220275878906,323.9747619628906,29.318376541137695,165.54649353027344
2022-01-03,177.9397430419922,150.24000549316406,61.21920394897461,143.71713256835938,335.593017578125,322.46234130859375,30.026145935058594,168.57008361816406
2022-01-04,175.68136596679688,144.4199981689453,61.92062759399414,143.13031005859375,333.6004943847656,316.93310546875,29.19776153564453,169.49346923828125
2022-01-05,171.0082550048828,136.14999389648438,59.343833923339844,136.56402587890625,321.34808349609375,304.76666259765625,27.517070770263672,168.8326416015625
2022-01-06,168.153564453125,136.22999572753906,58.7928466796875,136.5367889404297,329.56591796875,302.35845947265625,28.08926010131836,168.33473205566406
2022-01-07,168.3197784423828,132.0,57.14266586303711,135.81272888183594,328.9017333984375,302.5126037597656,27.161190032958984,163.31956481933594
2022-01-10,168.3393096923828,132.0,57.328163146972656,137.45069885253906,325.21405029296875,302.73406982421875,27.31371307373047,162.65870666503906
2022-01-11,171.16470336914062,137.30999755859375,57.41030502319336,138.5078125,331.4592590332031,303.4181213378906,27.72939682006836,167.83682250976562
2022-01-12,171.6046600341797,137.47000122070312,57.40568923950195,140.18739318847656,330.35894775390625,306.5872802734375,27.910829544067383,168.76022338867188
2022-01-13,168.3393096923828,132.74000549316406,55.11592483520508,137.36892700195312,323.6379089355469,293.6117248535156,26.49131202697754,166.46987915039062
2022-01-14,169.19964599609375,136.8800048828125,55.040245056152344,138.25457763671875,329.0107116699219,298.8135070800781,26.85715103149414,170.81517028808594
2022-01-18,166.0027618408203,131.92999267578125,53.325462341308594,134.80267333984375,315.3804626464844,291.5406494140625,25.821426391601562,161.91636657714844
2022-01-19,162.51260375976562,128.27000427246094,52.04998016357422,133.928955078125,316.8078918457031,292.1956787109375,24.988059997558594,156.1317138671875
2022-01-20,160.83106994628906,121.88999938964844,50.55023956298828,132.13583374023438,313.8042907714844,290.52923583984375,24.07394790649414,150.72726440429688
2022-01-21,158.7780303955078,118.80999755859375,49.21292495727539,129.205810546875,300.5309143066406,285.1637268066406,23.300390243530273,149.30596923828125
2022-01-24,158.00570678710938,116.52999877929688,49.98355484008789,129.65432739257812,306.0226135253906,285.4911804199219,23.298397064208984,153.9591064453125
2022-01-25,156.20687866210938,111.12999725341797,49.296913146972656,125.8193359375,297.5371398925781,277.900390625,22.253694534301758,149.77670288085938
2022-01-26,156.11883544921875,110.70999908447266,51.417781829833984,128.09713745117188,292.06524658203125,285.8186950683594,22.700286865234375,151.1798858642578
2022-01-27,155.65936279296875,102.5999984741211,50.05093002319336,127.87113952636719,292.0751953125,288.83380126953125,21.874893188476562,145.92933654785156
2022-01-28,166.52093505859375,105.23999786376953,51.69281005859375,132.17892456054688,299.0835266113281,296.9447326660156,22.768068313598633,151.0078887939453
2022-01-31,170.8714141845703,114.25,54.07209396362305,134.11428833007812,310.5330810546875,299.5648498535156,24.408889770507812,159.1100311279297
2022-02-01,170.7052001953125,116.77999877929688,54.70337677001953,136.4342041015625,316.22308349609375,297.42633056640625,24.560407638549805,160.35025024414062
2022-02-02,171.90768432617188,122.76000213623047,55.69183349609375,146.69918823242188,320.188232421875,301.95379638671875,25.162511825561523,170.37159729003906
2022-02-03,169.03341674804688,120.08000183105469,53.60786819458008,141.8323516845703,235.6902618408203,290.19207763671875,23.872583389282227,162.13365173339844
2022-02-04,168.7495574951172,123.5999984741211,54.46710968017578,142.0335693359375,235.02610778808594,294.7098388671875,24.242414474487305,162.46861267089844
2022-02-07,168.0349884033203,123.66999816894531,54.233612060546875,137.9775390625,222.95211791992188,289.9030456542969,24.65012550354004,158.50352478027344
2022-02-08,171.13804626464844,128.22999572753906,55.39556121826172,138.17379760742188,218.26329040527344,293.3805847167969,25.028934478759766,161.67193603515625
2022-02-09,172.55740356445312,132.85000610351562,56.42185592651367,140.3474884033203,229.98040771484375,299.7864074707031,26.620901107788086,166.52418518066406
2022-02-10,168.48524475097656,125.7699966430664,54.57786178588867,137.401611328125,226.08462524414062,291.280517578125,25.742677688598633,157.58013916015625
2022-02-11,165.0787811279297,113.18000030517578,52.92213821411133,133.1022491455078,217.6387939453125,284.21002197265625,23.873580932617188,149.04345703125
2022-02-14,165.31369018554688,114.2699966430664,53.398372650146484,134.33480834960938,215.80487060546875,284.17144775390625,24.19057846069336,149.487060546875
2022-02-15,169.14114379882812,121.47000122070312,55.63090896606445,135.40782165527344,219.07615661621094,289.4406433105469,26.411561965942383,156.61148071289062
2022-02-16,168.90623474121094,117.69000244140625,55.11777877807617,136.5273895263672,214.65499877929688,289.1029052734375,26.427507400512695,156.24937438964844
2022-02-17,165.31369018554688,112.37000274658203,53.437137603759766,131.3740692138672,205.90185546875,280.6372375488281,24.429821014404297,150.9988250732422
2022-02-18,163.76707458496094,113.83000183105469,53.52849197387695,129.25685119628906,204.36534118652344,277.9344482421875,23.567548751831055,151.75929260253906
2022-02-22,160.85000610351562,115.6500015258789,53.29500198364258,128.67251586914062,200.3208770751953,277.7317810058594,23.316341400146484,150.17503356933594
2022-02-23,156.68972778320312,109.76000213623047,52.16257858276367,126.46659851074219,196.72247314453125,270.5404052734375,22.316497802734375,146.3095703125
2022-02-24,159.3033905029297,116.61000061035156,53.52942657470703,131.52474975585938,205.7928009033203,284.3633117675781,23.6732120513916,152.0670623779297
2022-02-25,161.36880493164062,121.05999755859375,54.2686767578125,133.2777099609375,208.6477508544922,286.98883056640625,24.0809268951416,154.7375946044922
2022-02-28,161.63311767578125,123.33999633789062,54.2160758972168,133.86993408203125,209.1929473876953,288.4175109863281,24.308208465576172,155.6971893310547
2022-03-01,159.75363159179688,113.83000183105469,52.617576599121094,132.8831787109375,201.71856689453125,284.7108154296875,23.403064727783203,148.18345642089844
2022-03-02,163.042724609375,118.27999877929688,54.0628662109375,133.3887176513672,206.2983856201172,289.76885986328125,24.147836685180664,153.85589599609375
2022-03-03,162.7196502685547,111.9800033569336,53.400211334228516,132.72264099121094,201.203125,285.64715576171875,23.643346786499023,150.31060791015625
2022-03-04,159.7242889404297,108.41000366210938,55.00517654418945,130.74713134765625,198.3184356689453,279.7975158691406,22.867666244506836,147.50169372558594
2022-03-07,155.93597412109375,102.94999694824219,52.671104431152344,125.26773071289062,185.83804321289062,269.2276306152344,21.288379669189453,136.4476776123047
2022-03-08,154.11526489257812,105.52999877929688,53.155643463134766,125.98734283447266,188.6334686279297,266.2738342285156,21.449899673461914,137.0476531982422
2022-03-09,159.50889587402344,111.05000305175781,55.10023498535156,132.24732971191406,196.7720489501953,278.4847106933594,22.9454345703125,142.82009887695312
2022-03-10,155.17247009277344,106.45999908447266,54.24283218383789,131.26551818847656,193.51068115234375,275.6757507324219,22.59049415588379,140.63839721679688
2022-03-11,151.46250915527344,104.29000091552734,53.33100509643555,128.7290496826172,185.97683715820312,270.34735107421875,22.034156799316406,138.4839324951172
2022-03-14,147.4392852783203,102.25,52.40345764160156,124.84398651123047,185.00535583496094,266.8433837890625,21.266448974609375,128.43896484375
2022-03-15,151.8148651123047,109.33000183105469,54.70706558227539,128.06240844726562,190.3583526611328,277.1815185546875,22.904552459716797,131.09339904785156
2022-03-16,156.2198944091797,115.37000274658203,56.032386779785156,132.10906982421875,201.85739135742188,284.1702880859375,24.423019409179688,136.7658233642578
2022-03-17,157.22811889648438,111.69000244140625,55.62168884277344,132.6626739501953,206.03070068359375,284.9714050292969,24.692218780517578,138.9293670654297
2022-03-18,160.5171356201172,113.45999908447266,56.33603286743164,134.9290771484375,214.60543823242188,290.00054931640625,26.374189376831055,139.98387145996094
2022-03-21,161.8876190185547,115.91999816894531,55.86958312988281,134.90528869628906,209.6489715576172,288.7746276855469,26.65435028076172,141.43832397460938
2022-03-22,165.25498962402344,114.77999877929688,56.80339050292969,138.63865661621094,214.76400756835938,293.5045471191406,26.444978713989258,143.2746124267578
2022-03-23,166.61563110351562,113.91999816894531,55.69211196899414,137.06016540527344,211.601806640625,289.0931091308594,25.55762481689453,138.96571350097656
2022-03-24,170.3940887451172,120.52999877929688,58.20549774169922,140.32769775390625,217.6586151123047,293.54315185546875,28.066129684448242,144.0472869873047
2022-03-25,171.03038024902344,119.66999816894531,58.43222427368164,140.42779541015625,219.88905334472656,293.1377258300781,27.609498977661133,143.60189819335938
2022-03-28,171.89178466796875,120.23999786376953,58.8047981262207,140.2122039794922,221.64361572265625,299.9140625,28.134925842285156,144.03819274902344
2022-03-29,175.18084716796875,123.2300033569336,59.60296630859375,141.2529754638672,227.85903930664062,304.4605407714844,28.570627212524414,146.41990661621094
2022-03-30,174.0159454345703,119.22000122070312,58.638492584228516,140.6909637451172,225.8665313720703,302.9642639160156,27.607501983642578,138.8384246826172
2022-03-31,170.92266845703125,109.33999633789062,58.50748062133789,137.84521484375,220.42434692382812,297.6070861816406,27.204700469970703,138.92031860351562
2022-04-01,170.62904357910156,108.19000244140625,58.25659942626953,138.91868591308594,222.8926544189453,298.67852783203125,26.632415771484375,133.62057495117188
2022-04-04,174.67184448242188,110.52999877929688,58.98786544799805,141.7148895263672,231.8539581298828,304.0357666015625,27.278486251831055,139.82025146484375
2022-04-05,171.36318969726562,106.81999969482422,57.061702728271484,139.3553009033203,229.82179260253906,300.0877990722656,25.853744506835938,132.229736328125
2022-04-06,168.20140075683594,103.66999816894531,55.93555450439453,135.3478240966797,221.35617065429688,289.1029052734375,24.33428192138672,126.61178588867188
2022-04-07,168.50486755371094,103.72000122070312,56.03311538696289,134.6941680908203,221.0092010498047,290.90789794921875,24.135875701904297,126.55728149414062
2022-04-08,166.49818420410156,101.0,54.54180908203125,132.11598205566406,220.3946075439453,286.66070556640625,23.050119400024414,124.25738525390625
2022-04-11,162.249755859375,97.37000274658203,53.948081970214844,127.69124603271484,214.57569885253906,275.3572082519531,21.851701736450195,123.04833221435547
2022-04-12,164.11944580078125,95.0999984741211,54.362491607666016,126.59199523925781,212.27586364746094,272.26824951171875,21.439929962158203,123.7119369506836
2022-04-13,166.8015594482422,97.73999786376953,55.056575775146484,128.75233459472656,213.1184844970703,277.63525390625,22.1368465423584,127.72083282470703
2022-04-14,161.7995147705078,93.05999755859375,53.31996536254883,125.61614227294922,208.35035705566406,270.1156921386719,21.19466209411621,124.45736694335938
2022-04-18,161.58416748046875,93.88999938964844,54.495357513427734,126.55432891845703,208.93524169921875,270.78173828125,21.718103408813477,126.64815521240234
2022-04-19,163.86495971679688,96.93000030517578,55.528587341308594,128.8663330078125,215.41827392578125,275.3957824707031,22.131860733032227,128.2208251953125
2022-04-20,163.6985626220703,94.0199966430664,55.53787612915039,126.91461181640625,198.67530822753906,276.41900634765625,21.417999267578125,127.57540130615234
2022-04-21,162.9056396484375,89.8499984741211,55.07422637939453,123.71746063232422,186.43284606933594,271.0616760253906,20.122867584228516,123.7301254272461
2022-04-22,158.37342834472656,88.13999938964844,54.53717041015625,118.583984375,182.50729370117188,264.51702880859375,19.456857681274414,120.73029327392578
2022-04-25,159.44044494628906,90.69000244140625,54.62356948852539,121.99226379394531,185.3622283935547,270.9747619628906,19.84270477294922,124.13923645019531
2022-04-26,153.48880004882812,85.16000366210938,52.03958511352539,117.60716247558594,179.37481689453125,260.83935546875,18.732025146484375,121.3575210571289
2022-04-27,153.26364135742188,84.91000366210938,51.99033737182617,113.2899398803711,173.42703247070312,273.387939453125,18.360136032104492,122.81204223632812
